"","parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","batch","original_label","videoname","Task.Version","Spreadsheet","Response","display","randomise_blocks","row_number","filename","rowmean","block","Experiment.Version","Participant.OS","Participant.Browser","randomiser_t27m","date.of.birth_year","date.of.birth_month","sex","languages","response_6","response_6_text","mask.problems","Difficulty.x","Tiring","more.info.on.masks","Difficulty.y","Distraction","response_4_1","response_4_2","response_4_3","response_4_4","response_4_text","response_5","Comments","SUBJECT","ITEM","RT","GROUP","AUDIO","VIDEO","PREDICT","ACOUSTIC","VISUAL","PREDICTABILITY","ACC","CONDITION","TRIAL","BLOCK","AGE","SEX"
"1591","210725_a120",14668484,980.023975561307,796.825827413177,0,"voiced p","32H","crop","aNM","vNM","H","a","aNMvNM",3.10801439761899,2.12799042205768,2.31118857020581,1,"14668484_32HaNMvNM","32H_aNM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14668484?filename=32HaNMvNMmp4-14-2.weba","Block1",1,5,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",16,1,9,"Windows 10","Chrome 92.0.4515.107","Version4",20,9,"Male","English","Born and raised in the UK","","Yes sometimes",3,3,"",3,2,"","There were issues with the videos","","","","Around 3 videos lagged whilst playing","","210725_a120","32H",796.825827413177,"Adults","aNM","vNM","H","No Acoustic Mask","No Visual Mask","High Predictability","0","aNMvNM",5,1,20.75,"Male"
"1592","210725_a120",14668484,1591.16944318467,1471.26110985132,0,"crowns","33L","crown","aM","vM","L","a","aMvM",3.54932110894134,1.95815166575667,2.07805999909002,1,"14668484_33LaMvM","33L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14668484?filename=33LaMvMmp4-122-2.weba","Block1",2,107,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",106,4,9,"Windows 10","Chrome 92.0.4515.107","Version4",20,9,"Male","English","Born and raised in the UK","","Yes sometimes",3,3,"",3,2,"","There were issues with the videos","","","","Around 3 videos lagged whilst playing","","210725_a120","33L",1471.26110985132,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",107,4,20.75,"Male"
"1602","210725_a120",14668484,1176.20411432804,997.34355057748,0,"I don't know","43L","dove","aNM","vM","L","a","aNMvM",3.15567469074071,1.97947057641267,2.15833114016323,1,"14668484_43LaNMvM","43L_aNM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14668484?filename=43LaNMvMmp4-119-2.weba","Block1",2,104,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",106,4,9,"Windows 10","Chrome 92.0.4515.107","Version4",20,9,"Male","English","Born and raised in the UK","","Yes sometimes",3,3,"",3,2,"","There were issues with the videos","","","","Around 3 videos lagged whilst playing","","210725_a120","43L",997.34355057748,"Adults","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",104,4,20.75,"Male"
"1604","210725_a120",14668484,2075.08794894124,1969.89319585481,0,"self-correction and I don't know","47H","drum","aM","vM","H","a","aMvM",4.26513983333325,2.19005188439201,2.29524663747844,1,"14668484_47HaMvM","47H_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14668484?filename=47HaMvMmp4-56-2.weba","Block1",4,45,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",46,2,9,"Windows 10","Chrome 92.0.4515.107","Version4",20,9,"Male","English","Born and raised in the UK","","Yes sometimes",3,3,"",3,2,"","There were issues with the videos","","","","Around 3 videos lagged whilst playing","","210725_a120","47H",1969.89319585481,"Adults","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",45,2,20.75,"Male"
"1616","210725_a120",14668484,1233.63660449672,1159.76283638076,0,"I don't know","62L","hay","aM","vM","L","a","aMvM",2.89240891111109,1.65877230661437,1.73264607473033,1,"14668484_62LaMvM","62L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14668484?filename=62LaMvMmp4-77-2.weba","Block1",3,64,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",76,3,9,"Windows 10","Chrome 92.0.4515.107","Version4",20,9,"Male","English","Born and raised in the UK","","Yes sometimes",3,3,"",3,2,"","There were issues with the videos","","","","Around 3 videos lagged whilst playing","","210725_a120","62L",1159.76283638076,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",64,3,20.75,"Male"
"1628","210725_a120",14668484,1569.52923638525,1360.60810543288,0,"I don't know","74L","kick","aM","vM","L","a","aMvM",3.98238045802461,2.41285122163936,2.62177235259173,1,"14668484_74LaMvM","74L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14668484?filename=74LaMvMmp4-133-2.weba","Block1",2,118,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",106,4,9,"Windows 10","Chrome 92.0.4515.107","Version4",20,9,"Male","English","Born and raised in the UK","","Yes sometimes",3,3,"",3,2,"","There were issues with the videos","","","","Around 3 videos lagged whilst playing","","210725_a120","74L",1360.60810543288,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",118,4,20.75,"Male"
"1700","210725_a139",14758059,837.424628465978,583.952886064478,0,"clerk?","23H","clock","aNM","vM","H","a","aNMvM",2.61130758674881,1.77388295828283,2.02735470068433,1,"14758059_23HaNMvM","23H_aNM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14758059?filename=audioFile-50-2.weba","Block1",2,39,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",46,2,9,"Mac OS 10.15.7","Chrome 91.0.4472.114","Version4",28,11,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"Everything worked well","","","","","","","210725_a139","23H",583.952886064478,"Adults","aNM","vM","H","No Acoustic Mask","Visual Mask","High Predictability","0","aNMvM",39,2,28.9166666666667,"Female"
"1958","210725_a156",14930256,1004.81313027311,685.162041684439,0,"'folks'","53H","frogs","aM","vM","H","a","aMvM",2.71268834960634,1.70787521933323,2.0275263079219,1,"14930256_53HaMvM","53H_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14930256?filename=53HaMvMmp4-132-2.weba","Block1",4,115,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",104,4,9,"Windows 10","Chrome 92.0.4515.131","Version8",27,6,"Male","English","Born and raised in the UK","","No",2,1,"Usually I can understand others without any issue but some have struggled to understand me while I've worn a mask",2,2,"Everything worked well","","","","","","","210725_a156","53H",685.162041684439,"Adults","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",115,4,27.5,"Male"
"1966","210725_a156",14930256,994.930271688158,827.788598504328,0,"'hat'","64L","hen","aM","vM","L","a","aMvM",3.12177436997459,2.12684409828643,2.29398577147026,1,"14930256_64LaMvM","64L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14930256?filename=64LaMvMmp4-63-2.weba","Block1",2,50,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",44,2,9,"Windows 10","Chrome 92.0.4515.131","Version8",27,6,"Male","English","Born and raised in the UK","","No",2,1,"Usually I can understand others without any issue but some have struggled to understand me while I've worn a mask",2,2,"Everything worked well","","","","","","","210725_a156","64L",827.788598504328,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",50,2,27.5,"Male"
"1973","210725_a156",14930256,3742.72506503598,3472.39666867739,0,"'cheese'","72L","juice","aM","vM","L","a","aMvM",5.89707079031865,2.15434572528267,2.42467412164126,1,"14930256_72LaMvM","72L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14930256?filename=72LaMvMmp4-128-2.weba","Block1",4,111,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",104,4,9,"Windows 10","Chrome 92.0.4515.131","Version8",27,6,"Male","English","Born and raised in the UK","","No",2,1,"Usually I can understand others without any issue but some have struggled to understand me while I've worn a mask",2,2,"Everything worked well","","","","","","","210725_a156","72L",3472.39666867739,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",111,4,27.5,"Male"
"2118","210725_a176",15219350,510.255548742606,143.715144702216,0,"brent?","104L","rent","aM","vNM","L","a","aMvNM",2.72609961065357,2.21584406191096,2.58238446595135,1,"15219350_104LaMvNM","104L_aM_vNM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/15219350?filename=104LaMvNMmp4-101-2.weba","Block1",3,88,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv",76,3,9,"Windows 10","Chrome 92.0.4515.159","Version7",20,8,"Female","English","Born and raised in the UK","","No",2,1,"Hasn't been a huge issue. Sometimes hard to understand in loud spaces",1,1,"Everything worked well","","","","","","","210725_a176","104L",143.715144702216,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",88,3,20.6666666666667,"Female"
"2132","210725_a176",15219350,343.609622037035,188.183374265176,0,"slave","118L","sling","aM","vM","L","a","aMvM",2.67988018910484,2.3362705670678,2.49169681483966,1,"15219350_118LaMvM","118L_aM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/15219350?filename=118LaMvMmp4-94-2.weba","Block1",3,81,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv",76,3,9,"Windows 10","Chrome 92.0.4515.159","Version7",20,8,"Female","English","Born and raised in the UK","","No",2,1,"Hasn't been a huge issue. Sometimes hard to understand in loud spaces",1,1,"Everything worked well","","","","","","","210725_a176","118L",188.183374265176,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",81,3,20.6666666666667,"Female"
"2183","210725_a176",15219350,609.357921677773,531.780750625103,0,"dawn? usually L in response is clear","42L","doll","aNM","vNM","L","a","aNMvNM",2.58017098089135,1.97081305921358,2.04839023026625,1,"15219350_42LaNMvNM","42L_aNM_vNM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/15219350?filename=42LaNMvNMmp4-37-2.weba","Block1",4,28,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv",16,1,9,"Windows 10","Chrome 92.0.4515.159","Version7",20,8,"Female","English","Born and raised in the UK","","No",2,1,"Hasn't been a huge issue. Sometimes hard to understand in loud spaces",1,1,"Everything worked well","","","","","","","210725_a176","42L",531.780750625103,"Adults","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",28,1,20.6666666666667,"Female"
"2222","210725_a176",15219350,835.663911083774,623.795979536113,0,"mock","87L","mop","aM","vM","L","a","aMvM",2.94595038544173,2.11028647435796,2.32215440590562,1,"15219350_87LaMvM","87L_aM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/15219350?filename=87LaMvMmp4-25-2.weba","Block1",4,16,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv",16,1,9,"Windows 10","Chrome 92.0.4515.159","Version7",20,8,"Female","English","Born and raised in the UK","","No",2,1,"Hasn't been a huge issue. Sometimes hard to understand in loud spaces",1,1,"Everything worked well","","","","","","","210725_a176","87L",623.795979536113,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",16,1,20.6666666666667,"Female"
"2374","210725_a185",15129350,644.46639870317,247.62612092542,0,"punch","120L","sponge","aM","vNM","L","a","aMvNM",2.58288102256148,1.93841462385831,2.33525490163606,1,"15129350_120LaMvNM","120L_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15129350?filename=120LaMvNMmp4-78-2.weba","Block1",2,65,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv",76,3,9,"Mac OS 10.15.6","Chrome 91.0.4472.106","Version3",26,7,"Female","English and another language (bilingual)","Born and raised in the UK","","Yes sometimes",3,1,"Difficulty understanding others who wear face masks depends on the environment (noisy/quiet) as well as the pitch of the person speaking.",2,2,"Everything worked well","","","","","","","210725_a185","120L",247.62612092542,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",65,3,26.5833333333333,"Female"
"2408","210725_a185",15129350,2091.83792724389,1748.4966574026,0,"pots","28L","cops","aM","vM","L","a","aMvM",4.47416530046513,2.38232737322124,2.72566864306253,1,"15129350_28LaMvM","28L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15129350?filename=28LaMvMmp4-16-2.weba","Block1",4,7,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv",16,1,9,"Mac OS 10.15.6","Chrome 91.0.4472.106","Version3",26,7,"Female","English and another language (bilingual)","Born and raised in the UK","","Yes sometimes",3,1,"Difficulty understanding others who wear face masks depends on the environment (noisy/quiet) as well as the pitch of the person speaking.",2,2,"Everything worked well","","","","","","","210725_a185","28L",1748.4966574026,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",7,1,26.5833333333333,"Female"
"2511","210725_a83",14570364,2330.32279568321,2154.73173233481,0,"t is made a affricative like ts","139L","tub","aM","vNM","L","a","aMvNM",4.71130777941225,2.38098498372904,2.55657604707744,1,"14570364_139LaMvNM","139L_aM_vNM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14570364?filename=139LaMvNMmp4-31-2.weba","Block1",3,22,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-tmfe.csv",16,1,8,"Windows 10","Chrome 91.0.4472.164","Version7",23,7,"Female","English and another language (bilingual)","Raised in the UK from this age (please specify):","5","Yes sometimes",2,3,"",2,3,"","",NA,"There were issues with the voice recordings",NA,"I think sometimes the video was slow but the audio was working normally so there was a mismatch between lips and sound but this didn't affect me per say.","","210725_a83","139L",2154.73173233481,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",22,1,23.5833333333333,"Female"
"2654","210725_a90",14625776,576.30860921978,443.190962160941,0,"'turb'","35L","curb","aM","vNM","L","a","aMvNM",2.80376885856387,2.22746024934409,2.36057789640293,1,"14625776_35LaMvNM","35L_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14625776?filename=35LaMvNMmp4-125-2.weba","Block1",4,110,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv",106,4,9,"Mac OS 10.15.7","Chrome 91.0.4472.114","Version3",36,0,"Male","English","Born and raised in the UK","","Yes sometimes",4,4,"Thinking back on incidents where I have struggled to understand people, there might have been other factors involved such as perspex screens and a large distant between us that compounded the problem.",1,1,"Everything worked well","","","","","","That was fun. Really intrigued to see the results if they are ever made public.","210725_a90","35L",443.190962160941,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",110,4,36,"Male"
"2675","210725_a90",14625776,1977.61079615156,1853.64899059601,0,"nonword","60H","grin","aM","vNM","H","a","aMvNM",4.32989738517301,2.35228658902145,2.476248394577,1,"14625776_60HaMvNM","60H_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14625776?filename=60HaMvNMmp4-11-2.weba","Block1",1,2,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv",16,1,9,"Mac OS 10.15.7","Chrome 91.0.4472.114","Version3",36,0,"Male","English","Born and raised in the UK","","Yes sometimes",4,4,"Thinking back on incidents where I have struggled to understand people, there might have been other factors involved such as perspex screens and a large distant between us that compounded the problem.",1,1,"Everything worked well","","","","","","That was fun. Really intrigued to see the results if they are ever made public.","210725_a90","60H",1853.64899059601,"Adults","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",2,1,36,"Male"
"2676","210725_a90",14625776,1254.57375395638,1146.49411542359,0,"a growl","61L","growl","aM","vM","L","a","aMvM",3.14927282096943,1.89469906701305,2.00277870554584,1,"14625776_61LaMvM","61L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14625776?filename=61LaMvMmp4-94-2.weba","Block1",2,81,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv",76,3,9,"Mac OS 10.15.7","Chrome 91.0.4472.114","Version3",36,0,"Male","English","Born and raised in the UK","","Yes sometimes",4,4,"Thinking back on incidents where I have struggled to understand people, there might have been other factors involved such as perspex screens and a large distant between us that compounded the problem.",1,1,"Everything worked well","","","","","","That was fun. Really intrigued to see the results if they are ever made public.","210725_a90","61L",1146.49411542359,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",81,3,36,"Male"
"2716","210725_a96",14750145,327.53287603296,-7.83290916545054,0,"braft","103L","raft","aM","vNM","L","a","aMvNM",2.55803481332307,2.23050193729011,2.56586772248852,1,"14750145_103LaMvNM","103L_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-51-2.weba","Block1",2,40,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",46,2,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","103L",-7.83290916545054,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",40,2,24.5833333333333,"Male"
"2719","210725_a96",14750145,616.712592593766,385.783570227296,0,"a rope","107H","rope","aNM","vNM","H","a","aNMvNM",2.63384563019632,2.01713303760255,2.24806205996902,1,"14750145_107HaNMvNM","107H_aNM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-110-2.weba","Block1",1,95,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",106,4,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","107H",385.783570227296,"Adults","aNM","vNM","H","No Acoustic Mask","No Visual Mask","High Predictability","0","aNMvNM",95,4,24.5833333333333,"Male"
"2724","210725_a96",14750145,81.3411712376295,-185.113525732111,0,"self-correction","111H","seeds","aNM","vNM","H","a","aNMvNM",2.02360807613826,1.94226690490063,2.20872160187037,1,"14750145_111HaNMvNM","111H_aNM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-59-2.weba","Block1",2,48,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",46,2,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","111H",-185.113525732111,"Adults","aNM","vNM","H","No Acoustic Mask","No Visual Mask","High Predictability","0","aNMvNM",48,2,24.5833333333333,"Male"
"2747","210725_a96",14750145,1361.73933032426,1228.62729752494,0,"don't know","134L","tin","aM","vM","L","a","aMvM",3.14183717113149,1.78009784080723,1.91320987360655,1,"14750145_134LaMvM","134L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-67-2.weba","Block1",2,56,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",46,2,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","134L",1228.62729752494,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",56,2,24.5833333333333,"Male"
"2762","210725_a96",14750145,968.65387606248,732.326991141849,0,"plop?","23L","clock","aM","vM","L","a","aMvM",3.27504044394631,2.30638656788383,2.54271345280446,1,"14750145_23LaMvM","23L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-53-2.weba","Block1",2,42,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",46,2,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","23L",732.326991141849,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",42,2,24.5833333333333,"Male"
"2796","210725_a96",14750145,434.967017529857,317.093783066637,0,"grown","61L","growl","aNM","vM","L","a","aNMvM",2.36857933377826,1.9336123162484,2.05148555071162,1,"14750145_61LaNMvM","61L_aNM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-47-2.weba","Block1",2,36,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",46,2,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","61L",317.093783066637,"Adults","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",36,2,24.5833333333333,"Male"
"2813","210725_a96",14750145,161.77666122064,18.1206677887604,0,"glid","79H","lid","aM","vNM","H","a","aMvNM",2.18767909039974,2.0259024291791,2.16955842261098,1,"14750145_79HaMvNM","79H_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-78-2.weba","Block1",3,65,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",76,3,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","79H",18.1206677887604,"Adults","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",65,3,24.5833333333333,"Male"
"2817","210725_a96",14750145,445.338959228199,96.4461351540491,0,"voiced 'g'","82L","lungs","aNM","vNM","L","a","aNMvNM",3.14915066396219,2.70381170473399,3.05270452880814,1,"14750145_82LaNMvNM","82L_aNM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-83-2.weba","Block1",3,70,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",76,3,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","82L",96.4461351540491,"Adults","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",70,3,24.5833333333333,"Male"
"2854","210725_c122",15102120,1927.89621567944,1706.07332835552,0,"school","121L","spool","aNM","vNM","L","c","aNMvNM",4.02101046886209,2.09311425318265,2.31493714050657,1,"15102120_121LaNMvNM","121L_aNM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=121LaNMvNMmp4-89-2.weba","Block1",3,76,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",76,3,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long","210725_c122","121L",1706.07332835552,"Children","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",76,3,11,"Female"
"2860","210725_c122",15102120,1116.5375017272,957.199217898751,0,"one","128L","swan","aM","vNM","L","c","aMvNM",2.98426864064563,1.86773113891843,2.02706942274688,1,"15102120_128LaMvNM","128L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=128LaMvNMmp4-32-2.weba","Block1",2,23,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",16,1,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long","210725_c122","128L",957.199217898751,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",23,1,11,"Female"
"2888","210725_c122",15102120,1315.97779210025,1037.86089677501,0,"discard_craft","29L","crash","aM","vM","L","c","aMvM",3.64103805798879,2.32506026588854,2.60317716121378,1,"15102120_29LaMvM","29L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=29LaMvMmp4-43-2.weba","Block1",1,32,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",46,2,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long","210725_c122","29L",1037.86089677501,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",32,2,11,"Female"
